상품명,가격,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,행사 정보,편의점 코드,이미지 주소
폴라포포도,"1,800",아이스크림,120,70,0,0.4,17,35,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8809713220048_004.jpg
인절미빙수,"3,500",아이스크림,260,240,3,2.8,51,50,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8805584224710_001.jpg
딸기빙수,"3,500",아이스크림,280,114,2,5,17,42,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8805584224734_001.jpg
더블팅,"1,800",아이스크림,130,164,0,0,41,22,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8805584125130_132.jpg
끌레도르쿠키앤초코,"2,500",아이스크림,90,265,4,15,28,80,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104670029_003.jpg
아이스가이피치,"2,500",아이스크림,200,10,0,0.2,2,25,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809713220093_002.jpg
본가찰옥수수,"2,200",아이스크림,700,165,2,7,23,95,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801062435692_695.jpg
국화빵,"2,200",식품,80,242,6,4.8,43,192,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801118251269_272.jpg
쿠키오,"2,200",아이스크림,130,195,3,8,27,140,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801118251405_408.jpg
누가바,"1,500",아이스크림,70,140,2,9,13,40,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809713220123_003.jpg
쌍쌍바,"1,500",아이스크림,402,120,2,4.8,17,25,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809713220031_002.jpg
밀크티,"1,700",음료,500,120,3,2.8,21,35,2+1,1,https://image.woodongs.com/imgsvr/item/GD_4711162987042_001.jpg
달고나라떼,"2,300",음료,300,220,5,4.7,39,90,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801121029176_002.jpg
우유속에코코아,"1,800",음료,900,250,8,9,34,145,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801121103661_664.jpg
엔요,"1,700",음료,280,112,3,0,25,55,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801121024737_002.jpg
마카다미아초코우유,"1,700",음료,500,375,11,7,67,300,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801753110136_002.jpg
프렌치카페카라멜마키아또,"2,100",음료,175,75,1,1,16,55,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801069175621_626.jpg
과수원사과,"1,600",음료,190,65,0,0,16,25,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801069416236_002.jpg
카페라떼,"2,800",아이스크림,100,165,4.3,5,21,65,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809350888984_003.jpg
비피더스사과,"1,500",음료,140,75,2.2,0.5,15,55,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801123101627_001.jpg
액티비아업딸기,"2,200",음료,210,99,5.7,0,18.9,105,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809274510893_008.jpg
액티비아업복숭아,"2,200",음료,210,99,5.7,0,19,105,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809274512651_006.jpg
요거톡스타볼,"2,200",음료,532,188,5,8,24,123,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8809274513948_001.jpg
아카페라바닐라라떼,"2,000",음료,240,145,3.5,4,24,120,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104212601_603.jpg
아카페라아메리카노,"2,000",음료,240,35,0.4,0,8,55,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104212397_399.jpg
따옴사과주스,"2,200",음료,730,45,0,0,11,15,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104500647_648.jpg
따옴오렌지주스,"2,200",음료,220,100,2,0.8,21,30,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104500623_624.jpg
요플레토핑다크초코,"2,000",음료,125,165,6,5.5,23,130,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104308281_001.jpg
타이거슈가흑당밀크티,"2,700",음료,300,220,5,8,32,150,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801155741280_002.jpg
오늘의과일야채ABC,"1,600",음료,190,85,0.8,0,20,75,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104667173_002.jpg
오늘의과일야채사과,"1,600",음료,190,80,0.6,0,20,65,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104501422_002.jpg
인포켓치즈라이트,"1,500",식품,200,55,0,0,0.7,105,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801155834708.jpg
딸기우유,"1,800",음료,500,359,10,11,55,177,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801115134213_003.jpg
바나나우유,"1,800",음료,225,125,4.6,4.2,17,90,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801115137290_001.jpg
초코우유,"1,800",음료,500,290,9.9,11.3,37,205,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801115134220_001.jpg
커피우유,"1,800",음료,300,195,0,0,0,220,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801115135708_002.jpg
아침에주스오렌지,"1,800",음료,210,95,2,0.5,21,25,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801115336143_147.jpg
듀오안사과,"2,000",음료,150,145,5,4.3,26,60,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801115225591_002.jpg
연양갱,900,과자,55,160,2.2,0,38,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801019005909_910.jpg
키커바,"1,000",과자,30,166,2,10,17,40,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801111905299.jpg
땅콩카라멜,"2,000",과자,400,1730,18,39,326,520,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801111912075_002.jpg
콤부차,"7,500",음료,330,3,0.3,0,0.2,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809071546552_002.jpg
오사쯔,"1,500",과자,65,365,2,23,38,210,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801019606328_001.jpg
트러플감자칩,"2,000",과자,130,685,10,40,71,950,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801019611537_003.jpg
아이비,"1,200",과자,270,100,2,2.9,16,160,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801019307652_655.jpg
에센뽀득프랑크,"4,200",식품,70,160,18,12,3,290,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801123309375_001.jpg
천하장사치즈,"2,400",식품,504,47,3,1.7,5,140,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801077363904_001.jpg
숯불구이맛후랑크,"1,900",식품,70,185,11,12,8,530,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801074006897_001.jpg
쁘띠첼포도,"2,200",과자,90,70,0,0,17,30,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007677842_001.jpg
비비고김치볶음,"3,200",즉석요리,80,60,2,2.6,7,580,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007636009_001.jpg
양반쇠고기죽,"4,500",즉석요리,287.5,165,7,3.7,26,570,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047168751_001.jpg
양반전복죽,"4,500",즉석요리,287.5,150,5,2.7,26,590,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047168744_001.jpg
쁘띠첼밀감,"2,200",과자,90,70,0,0,17,20,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007677743_001.jpg
쁘띠첼복숭아,"2,200",과자,270,75,0,0,19,13,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007677781_001.jpg
훈제메추리알,"1,000",식품,15,40,0,0,0,115,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801898160485_486.jpg
딤섬새우슈마이,"4,000",즉석요리,135,260,12,11,28,480,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045933450_002.jpg
새우볶음밥,"4,500",즉석요리,160,260.7,7.9,6.9,41.8,371.4,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045941103_001.jpg
비비고매운왕교자,"5,900",즉석요리,385,850,26,51,72,1510,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007715353_001.jpg
스팸김치볶음밥,"3,900",즉석요리,100,160,3,1.7,33,282,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007353395_003.jpg
그린티,"5,000",아이스크림,750,170,3,6,26,51,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801008700358_002.jpg
오리지널,"2,100",음료,2000,45,0,0,11.5,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8806011616047_001.jpg
로스팜,"6,200",식품,1800,230,12,22,1,780,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801123602124_002.jpg
맛밤,"3,900",식품,660,215,4.8,0.5,47.8,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007022635_639.jpg
매운리챔,"6,200",식품,340,318,10,30,2,800,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047181286_001.jpg
고구마깡,"1,700",과자,83,415,3,18,59,370,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801043036092_002.jpg
바나나킥,"1,700",과자,140,420,4,6,88,130,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801043036634_002.jpg
허쉬초콜릿칩쿠키,"2,500",과자,480,2141,30.96,69.7,347.57,1853.28,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809256675404_002.jpg
젤리빈,"1,800",과자,55,204,0,0,50.9,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809827250818_002.jpg
치즈뿌린치킨팝,"1,100",과자,81,417,4,21,53,390,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801117689704_001.jpg
오징어땅콩,"3,000",과자,202,147,4,7,17,100,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801117761004_005.jpg
아폴로,800,과자,1000,300,0,0,75.3,61,2+1,1,https://image.woodongs.com/imgsvr/item/GD_6943545500014_001.jpg
닭다리너겟,"3,300",과자,130,515,7,26,63,660,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801043034562_002.jpg
쫀득초코칩,"2,000",과자,240,395,4,13,66,270,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801204008708_002.jpg
킨더해피히포,900,과자,579.6,590,6,39,54,106,2+1,1,https://image.woodongs.com/imgsvr/item/GD_80176732_002.jpg
킨더부에노,"1,700",과자,129,573.6,11,49,64,140,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8000500066027_001.jpg
킨더초콜릿,"1,700",과자,100,567,8.7,35,54.4,123,2+1,1,https://image.woodongs.com/imgsvr/item/GD_80177609.jpg
참크래커,"1,200",과자,56,252,5,8,40,390,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801111186582.jpg
죠리퐁,"1,500",과자,74,330,6,10,57,120,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801111610636_637.jpg
콘푸로스트,"1,900",식품,500,377,5.5,0.8,87,500,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801083333304_001.jpg
햇반매일잡곡밥,"2,800",즉석요리,630,315,6,0.9,71,30,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007684543_003.jpg
비비고버섯야채죽,"4,500",즉석요리,450,245,3,4.5,48,960,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007760278_003.jpg
비비고새우계란죽,"4,500",즉석요리,450,260,8,7,41,840,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007900933_003.jpg
비비고소고기죽,"4,500",즉석요리,450,250,10,3.5,45,820,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007760292_002.jpg
비비고전복죽,"4,500",즉석요리,450,245,6,4.1,46,860,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007677064_002.jpg
비비고한우사골곰탕,"3,200",즉석요리,500,35,3,1.8,2,670,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007849805_001.jpg
비비고누룽지닭백숙죽,"4,500",즉석요리,280,150,7,1.8,26,610,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007745794_003.jpg
양반한우사골곰탕,"3,900",즉석요리,460,50,4,3.4,1,950,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047169482_002.jpg
양반단호박죽,"4,500",즉석요리,285,165,2,0,39,310,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047161592_596.jpg
양반밤단팥죽,"4,500",즉석요리,285,315,8,0.6,70,630,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047161653_655.jpg
양반야채죽,"4,500",즉석요리,287.5,155,3,2.2,31,460,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047161646_649.jpg
양반영양닭죽,"4,500",즉석요리,285,140,7,0.7,26,780,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047161677_680.jpg
양반참치죽,"4,500",즉석요리,287.5,165,7,2.6,29,465,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801047161585_588.jpg
남도추어탕,"9,500",즉석요리,500,190,13,14,4,1840,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801052039992_002.jpg
맑은닭곰탕,"5,900",즉석요리,180,59.5,9.9,0.7,3.5,23.4,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801052090870_002.jpg
토닉워터,"2,500",음료,250,98,0,0,24,28.5,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801001236199_001.jpg
오로나민C,"1,400",음료,120,70,0,0,17,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801097280014_002.jpg
오렌지,"1,950",음료,175,40,0,0,10,25,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801094265205_206.jpg
닥터페퍼,"2,100",음료,355,148,0,0,37,13,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801094052607_002.jpg
코코팜포도,"1,500",음료,340,168,0,0,42,51,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801105911312_001.jpg
포도봉봉,"1,500",음료,238,125,0,0,31,45,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801105911299_001.jpg
검은콩두유,"1,300",음료,190,115,0,4.5,0,140,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801121025710_001.JPG
컨디션CEO,"10,000",음료,150,120,2,0,28,20,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809422040876_005.jpg
컨디션레이디,"5,000",음료,100,55,2,0,12,45,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007178233_238.jpg
펩시콜라,"2,000",음료,355,160,0,0,40,0,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056193010_013.jpg
칠성사이다제로,"2,200",음료,355,0,0,0,6,9,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056177584_004.jpg
흑당라떼,"2,500",음료,300,200,6,3.8,36,140,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056090227_001.jpg
흑임자라떼,"2,500",음료,230,200,3,5,35,90,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056232283_001.jpg
델몬트알로에,"2,200",음료,1500,45,0,0,11,10,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056071301_002.jpg
델몬트오렌지,"2,200",음료,1500,50,0.7,0,12,5,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056071226_001.jpg
오랑지나,"2,200",음료,420,175,0,0,44,11,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056094775_001.jpg
솔의눈,"2,000",음료,240,75,0,0,19,30,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056228927_001.JPG
핫식스더킹파워,"2,200",음료,355,170,0,0,42,105,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056098834_004.jpg
핫식스더킹포스,"2,200",음료,355,12,0,1,1,180,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801056171032_002.jpg
간개무량,"5,000",음료,150,42,0,0,10,8,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801147123155_005.jpg
알로에농장,"2,150",음료,1500,40,0,0,10,10,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801861150512_515.jpg
헛개땡큐골드,"5,000",음료,100,43,0,0.3,10,45,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8809125061857_001.jpg
한뿌리홍삼대보,"5,000",음료,960,30,0,0,8,5,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007955551_001.jpg
커피빈아메리카노,"2,700",음료,100,4,0.4,0.05,0.5,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104941174_001.jpg
하늘가득유자레몬,"2,100",음료,330,170,0,0,43,10,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104305051_003.jpg
하늘가득자몽,"2,100",음료,330,145,0.7,0,36,45,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801104300445_005.jpg
테이크얼라이브망고,"2,500",음료,120,55,0,0.9,12,40,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801155740061_001.JPG
테이크얼라이브블러드오렌지,"2,500",음료,250,125,0.7,1.6,27,95,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801155723514_001.jpg
미에로화이바,"1,500",음료,1200,80,0,0,20,40,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8806004382119_122.jpg
맥콜,"2,000",음료,1250,50,0,0,12,10,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801223100261_263.jpg
알로에베라킹,"2,200",음료,500,185,0,0,45,0,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809041427065_002.jpg
워터멜론,"2,200",음료,500,200,0,0,50,10,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809041429649_002.jpg
비타천플러스,"1,200",음료,100,40,0,0,10,10,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8806016184114_001.jpg
비타,"1,600",음료,240,80,0,0,20,75,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8806002010977_004.jpg
단호박죽,"4,500",즉석요리,420,350,5,1,80,630,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045303048_001.jpg
쇠고기죽,"4,500",즉석요리,200,145,3.8,3.2,24.6,408,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045303017_003.jpg
영양닭죽,"4,500",즉석요리,500,55,3,0.7,9,170,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045303062_001.jpg
전복죽,"4,500",즉석요리,300,274.8,7.1,5.26,49.77,572.64,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045303000_001.jpg
통단팥죽,"4,500",즉석요리,285,310,10,0.9,66,420,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045303031_001.jpg
사골곰탕,"2,500",즉석요리,600,138.3,24.9,4,0.7,639.3,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045290102_001.jpg
남도식한우미역국,"7,800",즉석요리,500,155,10,8,11,1450,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045290843_003.jpg
대구식쇠고기육개장,"7,800",즉석요리,500,250,14,12,21,1980,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045600444_003.jpg
마포식차돌된장찌개,"7,800",즉석요리,500,380,21,12,47,2000,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045634630_002.jpg
베이컨감자스프,"3,800",즉석요리,230,190,4,12,17,560,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045759296_002.jpg
양송이크림스프,"3,800",즉석요리,200,345,5,19,38,1050,1+1,1,https://image.woodongs.com/imgsvr/item/GD_8801045415888_002.jpg
21곡초코바,700,과자,225,77,1,4,10,15,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809037840892_002.jpg
비비고콩나물황태국,"5,900",즉석요리,500,85,15,1.1,4,1310,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007628899_003.jpg
비비고설렁탕,"5,900",즉석요리,500,80,9,4.8,0,1230,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007560922_002.jpg
비비고소고기무국,"5,900",즉석요리,500,50,6,1.4,3,1390,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007628813_001.jpg
비비고소고기미역국,"5,900",즉석요리,500,95,7,3.9,8,1650,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007561677_001.jpg
비비고육개장,"5,900",즉석요리,500,250,11,7,36,1810,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801007526515_001.jpg
누룽지미역국밥,"3,200",즉석요리,77.5,270,5,2.1,58,1170,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809782280110_002.jpg
약과도넛,"1,100",식품,60,290,3,15,36,140,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809990367924_002.jpg
초콜릿칩쿠키,"1,700",과자,38,184,2,8,26,124,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8809256674636_003.jpg
우리쌀누룽지설렁탕,"3,900",즉석요리,74,277,5,2.3,59,769,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801759014728_002.jpg
초에너지바,"1,200",과자,40,195,5,10,21,20,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801062887286_006.jpg
밀크초콜릿,"1,600",과자,2500,565,7,37,51,79,2+1,1,https://image.woodongs.com/imgsvr/item/GD_03424005_007.jpg
아몬드초콜릿,"1,600",과자,120,566,10,38,46,200,2+1,1,https://image.woodongs.com/imgsvr/item/GD_03424102_104.jpg
쿠키앤크림초콜릿,"1,600",과자,4530,459,3,23,60,133,2+1,1,https://image.woodongs.com/imgsvr/item/GD_034000239344_348.jpg
빈츠,"2,800",과자,204,45,0.7,2.3,5,15,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801062634415_418.jpg
초단백질바,"1,200",식품,40,200,8.9,20,5,6,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801062884605_007.jpg
핵짱셔요콜라,"1,200",과자,50,155,2,0,37,10,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801062885428_001.jpg
가나초코바아몬드,"1,000",과자,45,215,4,11,25,50,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8801062278053_056.jpg
박카스맛젤리,"1,200",과자,50,175,3,0,40,15,2+1,1,https://image.woodongs.com/imgsvr/item/GD_8806011435631_001.jpg
